"COUNTY","SCHOOL","school_code"
"RIVERSIDE","EASTVALE ELEMENTARY",110643
"CONTRA COSTA","IRON HOUSE ELEMENTARY",110684
"SANTA CLARA","DON CALLEJON",110700
"SAN BERNARDINO","VISTA VERDE ELEMENTARY",110718
"SAN BERNARDINO","CHAPARRAL ELEMENTARY",110726
"STANISLAUS","LA ROSA ELEMENTARY",110734
"KERN","HORIZON ELEMENTARY",110767
"SAN BERNARDINO","JUANITA BLAKELY JONES",110783
"RIVERSIDE","RONALD REAGAN ELEMENTARY",110791
"RIVERSIDE","RIVER SPRINGS CHARTER",110833
"SAN BERNARDINO","SITTING BULL ACADEMY",110866
"TULARE","COTTONWOOD CREEK (DAN",110940
"MADERA","CESAR CHAVEZ ELEMENTARY",110957
"CONTRA COSTA","RICHMOND COLLEGE PREPARATORY",110973
"KINGS","HAMILTON ELEMENTARY",110981
"LOS ANGELES","LOPEZ ELEMENTARY",111047
"LOS ANGELES","EDWARD S CORTEZ",111054
"LOS ANGELES","ROWLAND UNIFIED - SEVER",111070
"MONTEREY","JACK FRANSCIONI ELEME",111088
"PLACER","BARRETT RANCH ELEMENTARY",111104
"SACRAMENTO","CARROLL ELEMENTARY",111112
"SACRAMENTO","HERON",111138
"FRESNO","REAGAN ELEMENTARY",111153
"SUTTER","CALIFORNIA VIRTUAL AC",111161
"SAN DIEGO","MONTEREY RIDGE ELEMENTARY",111187
"HUMBOLDT","ALDER GROVE CHARTER",111203
"LOS ANGELES","NEW HEIGHTS CHARTER",111211
"SAN DIEGO","MARYLAND ELEMENTARY",111237
"KERN","AMERICAN ELEMENTARY",111245
"RIVERSIDE","MARK TWAIN ELEMENTARY",111252
"SACRAMENTO","NAVIGATOR ELEMENTARY",111278
"SAN JOAQUIN","GEORGE LINCOLN MOSHER",111286
"MERCED","WINFIELD ELEMENTARY",111294
"SAN JOAQUIN","JOHN MARSHALL ELEMENTARY",111310
"SAN JOAQUIN","MAXINE HONG KINGSTON",111328
"SAN JOAQUIN","RICHARD A PITTMAN ELE",111336
"SAN JOAQUIN","WILHELMINA HENRY ELEM",111344
"SAN JOAQUIN","JOHN C FREMONT ELEMEN",111351
"SAN JOAQUIN","ALEXANDER HAMILTON ELEMENTARY",111369
"KERN","WESTPARK ELEMENTARY",111377
"SHASTA","NORTH COTTONWOOD",111393
"YOLO","FRED T KOREMATSU ELEM",111401
"SAN JOAQUIN","WOODBRIDGE",111419
"SAN FRANCISCO","DIANNE FEINSTEIN ELEM",111427
"SAN DIEGO","SAN ELIJO ELEMENTARY",111468
"ALAMEDA","ACHIEVE ACADEMY",111476
"SAN DIEGO","Miller elementry",111526
"LOS ANGELES","THERAPEUTIC EDU",111534
"FRESNO","VALLEY ARTS AND SCIENCE ACADEMY (VASA)",111633
"SHASTA","CHRYSALIS CHARTER",111674
"HUMBOLDT","UNION STREET CHARTER",111708
"EL DORADO","CALIFORNIA MONTESSORI",111724
"SACRAMENTO","CALIFORNIA MONTESSORI PROJECT  -  ELK GROVE CAMPUS",111732
"SACRAMENTO","CALIFORNIA MONTESSORI PROJECT  -  CAPITOL CAMPUS",111757
"ALAMEDA","RUBY BRIDGES ELEMENTARY",111765
"SANTA BARBARA","FAMILY PARTNERSHIP HOME STUDY CHARTER",111773
"SAN BERNARDINO","MOJAVE RIVER ACADEMY",111807
"ALAMEDA","STONEBRAE ELEMENTARY",111815
"SANTA CLARA","SUCCESS ACADEMY",111849
"SAN DIEGO","NORMAL HEIGHTS ELEMEN",111864
"SANTA CLARA","DISCOVERY CHARTER",111880
"LOS ANGELES","4TH STREET PRIMARY CE",111948
"LOS ANGELES","DELA TORRE ELEMENTARY SCHOOL",111955
"LOS ANGELES","FRANK DEL OLMO ELEMENTARY",111971
"LOS ANGELES","KIM ELEM",111989
"LOS ANGELES","HUNTINGTON PARK ELEMENTARY",111997
"LOS ANGELES","WILSHIRE PARK ELEMENTARY",112003
"LOS ANGELES","HESBY OAKS LEADERSHIP CHARTER",112060
"SAN BERNARDINO","WEST CREEK ELEM",112086
"RIVERSIDE","TRIPLE CROWN ELEMENTARY",112094
"SACRAMENTO","CALIFORNIA MONTESSORI PROJECT - SAN JUAN CAMPUS",112169
"MONTEREY","MONTEREY BAY CHARTER",112177
"LOS ANGELES","CRESCENDO CHARTER ACA",112219
"LOS ANGELES","LOS FELIZ CHARTER SCHOOL FOR THE ARTS",112235
"TUOLUMNE","GOLD RUSH CHARTER",112276
"SAN MATEO","CALIFORNIA VIRTUAL AC",112284
"STANISLAUS","SUMMIT CHARTER ACADEM",112292
"MENDOCINO","LA VIDA INDEPENDENT STUDY CHARTE",112300
"SAN DIEGO","TIP ACADEMY",112326
"LOS ANGELES","GARR ACADEMY OF MATH AND ENTREPRENEURIAL STUDIES",112334
"LOS ANGELES","CRESCENDO CHARTER CON",112342
"STANISLAUS","PARADISE CHARTER",112383
"VENTURA","VENTURA CHARTER SCHOOL OF ARTS AND GLOBAL EDUCATIO",112417
"SAN BERNARDINO","PATHWAYS TO COLLEGE",112441
"TULARE","CENTRAL CALIFORNIA CONNECTIONS ACADEMY",112458
"YUBA","RIVERSIDE MEADOWS",112623
"VENTURA","RIO DEL MAR",112631
"RIVERSIDE","CORAL MOUNTAIN ACADEMY",112649
"SOLANO","DAVID A WEIR ELEMENTARY",112664
"KINGS","CALIFORNIA VIRTUAL ACADEMY KINGS",112698
"LOS ANGELES","CALIFORNIA VIRTUAL ACADEMY @ LOS ANGELES",112706
"LOS ANGELES","ANTELOPE VALLEY LEARNING ACADEMY",112714
"LOS ANGELES","WISDOM ACADEMY FOR YO",112730
"ALAMEDA","FRED T KOREMATSU DISCOVERY ACADEMY",112813
"LOS ANGELES","CAROUSEL SCHOOL",112953
"KERN","EL CAMINO REAL",113027
"FRESNO","RONALD W REAGAN ELEMENTARY",113043
"MADERA","PERSHING ELEM",113050
"PLACER","LINCOLN CROSSING ELEMENTARY",113068
"SOLANO","ROLLING HILLS ELEM",113084
"SOLANO","CORDELIA HILLS",113092
"RIVERSIDE","EARL WARREN ELEMENTARY",113100
"SUTTER","RIVERBEND ELEMENTARY",113134
"KERN","TERESA BURKE ELEMENTARY",113167
"SAN JOAQUIN","MOSSDALE ELEMENTARY",113357
"TULARE","PLEASANT VIEW ELEM",113365
"SHASTA","ROCKY POINT CHARTER",113407
"SAN BERNARDINO","KATHY BINKS ELEMENTAR",113423
"LOS ANGELES","AVESON SCHOOL OF LEADERS",113472
"SAN DIEGO","POINSETTIA ELEMENTARY",113498
"SONOMA","TAYLOR MOUNTAIN ELEMENTARY",113506
"SAN DIEGO","FOUSSAT ELEMENTARY",113514
"SONOMA","SANTA ROSA CHARTER SCHOOL FOR THE ARTS",113530
"FRESNO","BUD RANK ELEMENTARY",113563
"CONTRA COSTA","LIVE OAK ELEMENTARY",113589
"RIVERSIDE","PHILLIP M STOKOE ELEMENTARY",113597
"RIVERSIDE","LAKE HILLS ELEMENTARY",113605
"SACRAMENTO","RUSSELL RANCH ELEMENTARY",113621
"TULARE","MISSION VALLEY ELEMEN",113639
"RIVERSIDE","DR BERNICE JAMESON TODD ELEMENTARY",113647
"RIVERSIDE","ROSA PARKS ELEM",113654
"SANTA CLARA","VOICES COLLEGE - BOUND LANGUAGE ACADEMY",113662
"SAN BERNARDINO","PERDEW ELEMENTARY",113688
"RIVERSIDE","TEMECULA LUISENO ELEMENTARY",113696
"SANTA CLARA","ROCKETSHIP MATEO SHEE",113704
"ORANGE","ORANGE GROVE ELEMENTARY",113712
"KERN","VETERANS ELEMENTARY",113738
"RIVERSIDE","MESA VIEW ELEMENTARY",113746
"CONTRA COSTA","ORCHARD PARK",113761
"SAN BERNARDINO","WEST PALMS CONSERVATO",113779
"STANISLAUS","CROSSROADS ELEM",113795
"STANISLAUS","MARY ANN SANDERS ELEMENTARY",113803
"FRESNO","DEBORAH A WILLIAMS ELEMENTARY",113811
"FRESNO","MARIO G OLMOS ELEMENTARY",113829
"STANISLAUS","RIVERBANK LANGUAGE ACADEMY",113852
"SACRAMENTO","HIGHER LEARNING ACADEMY",113878
"LOS ANGELES","PASADENA ROSEBUD ACADEMY",113894
"SAN BERNARDINO","RIVERSIDE PREPARATORY",113928
"RIVERSIDE","TOURNAMENT HILLS ELEMENTARY",113936
"SAN BERNARDINO","BEECH ELEMENTARY",113944
"KERN","OLD RIVER ELEMENTARY",113951
"IMPERIAL","CESAR CHAVEZ ELEM",113985
"FRESNO","HARVEST ELEMENTARY",113993
"SAN DIEGO","WOLF CANYON ELEMENTARY",114009
"SAN DIEGO","RODRIGUEZ ELEMENTARY",114033
"SAN DIEGO","FLORENCE GRIFFITH JOY",114041
"RIVERSIDE","LISA J MAILS ELEMENTARY",114058
"MERCED","FARMDALE ELEM",114074
"SAN BERNARDINO","MISSION CREST ELEMENTARY",114090
"DEL NORTE","UNCHARTED SHORES ACADEMY",114116
"RIVERSIDE","PATRICIA BEATTY ELEME",114181
"SAN BERNARDINO","INLAND LEADERS CHARTER",114256
"NEVADA","TWIN RIDGES HOME STUDY CHARTER",114298
"NEVADA","FOREST CHARTER",114306
"NEVADA","YUBA RIVER CHARTER",114322
"NEVADA","NEVADA CITY SCHOOL OF THE ARTS",114330
"FRESNO","SIERRA CHARTER",114355
"ALAMEDA","AMERICAN INDIAN PUBLIC CHARTER SCHOOL II",114363
"PLACER","ROCKLIN ACADEMY AT MEYERS STREET",114371
"SAN BERNARDINO","CASA RAMONA ACADEMY FOR TECHNOLOGY, COMMUNITY, AND",114405
"ALAMEDA","CONSERVATORY OF VOCAL INSTRUMENTAL ARTS",114454
"STANISLAUS","WALNUT ELEMENTARY EDUCATION CENTER",114561
"ALAMEDA","JOHN GREEN ELEMENTARY",114579
"TULARE","STRATHMORE ELEMENTARY",114595
"LOS ANGELES","DOOLEY ELEMENTARY",114603
"SAN JOAQUIN","BETHANY ELEMENTARY",114645
"YUBA","COBBLESTONE ELEM",114652
"SACRAMENTO","DELTA ELEMENTARY CHARTER",114660
"SAN DIEGO","OCEAN AIR",114686
"SACRAMENTO","SUNRISE ELEMENTARY",114702
"YOLO","STONEGATE ELEM",114710
"SAN JOAQUIN","ASPIRE PORT CITY ACADEMY",114876
"EL DORADO","ASPIRE JUNIOR COLLEGIATE ACADEMY",114884
"SANTA CLARA","RUSSO ACADEMY",114900
"SAN JOAQUIN","CALIFORNIA VIRTUAL AC",114926
"SONOMA","VILLAGE CHARTER",114934
"LOS ANGELES","GLOBAL EDUCATION ACADEMY",114967
"NEVADA","SIERRA MONTESSORI ACA",114975
"SACRAMENTO","GOLDEN VALLEY CHARTER SCHOOL OF SACRAMENTO",114983
"BUTTE","CORE BUTTE CHARTER",114991
"LOS ANGELES","FENTON PRIMARY CENTER",115048
"MENDOCINO","RIVER OAK CHARTER",115055
"CONTRA COSTA","ANTIOCH CHARTER ACADEMY II",115063
"SAN BERNARDINO","SKY MOUNTAIN CHARTER",115089
"VENTURA","CAMARILLO ACADEMY OF PROG EDUC",115105
"LOS ANGELES","CENTER FOR ADVANCED LEARNING",115139
"HUMBOLDT","TRILLIUM ELEM CHARTER",115154
"ALAMEDA","COMMUNITY UNITED ELEMENTARY",115204
"LOS ANGELES","PACIFICA COMMUNITY CH",115246
"SAN JOAQUIN","VALENTINE PEYTON ELEMENTARY",115303
"LOS ANGELES","FULL CIRCLE LEARNING ACADEMY",115311
"SHASTA","REDDING SCHOOL OF THE ARTS II",115345
"SAN BENITO","HOLLISTER DUAL LANGUAGE ACADEMY",115428
"SOLANO","VALLEJO CHARTER SCHOO",115469
"KERN","CANYON HILLS CHRISTIA",115501
"KERN","Good Shepherd Chrtn",115502
"SHASTA","GREAT PARTNERSHIP SPECIAL EDUCATION CONSORTIUM",115568
"ALAMEDA","FUTURES ELEMENTARY",115576
"ALAMEDA","GLOBAL FAMILY",115584
"ALAMEDA","LEARNING WITHOUT LIMITS",115592
"ALAMEDA","EAST OAKLAND PRIDE ELEMENTARY",115600
"ALAMEDA","GREENLEAF ELEMENTARY",115618
"PLACER","PCOE K - 8 COMMUNITY IN",115675
"LOS ANGELES","CRESCENDO CHARTER PRE",115758
"LOS ANGELES","CELERITY DYAD CHARTER",115766
"LOS ANGELES","CRESCENDO CHARTER PRE",115774
"LOS ANGELES","CELERITY TROIKA CHARTER",115782
"LOS ANGELES","CRESCENDO CHARTER PRE",115790
"SAN BERNARDINO","NORTON SPACE AND AERONAUTICS ACADEMY",115808
"RIVERSIDE","RAINBOW SPRINGS",115840
"LOS ANGELES","MARIPOSA ELEMENTARY SCHOOL OF GLOBAL EDUCATION",116129
"ALAMEDA","EAST OAKLAND LEADERSH",116137
"SAN BERNARDINO","BING WONG ELEMENTARY",116160
"SANTA BARBARA","ORCUTT ACADEMY CHARTE",116434
"SAN DIEGO","JOLI ANN LEICHTAG ELEMENTARY",116467
"SAN DIEGO","DEL SUR ELEMENTARY",116475
"SAN BERNARDINO","CHARLOTTE N WERNER E",116483
"TULARE","ANNIE R MITCHELL",116509
"TULARE","MANUEL F HERNANDEZ",116517
"ORANGE","HEROES ELEMENTARY",116582
"SAN JOAQUIN","PODESTA RANCH ELEMENT",116608
"LOS ANGELES","GOLDEN OAK COMMUNITY",116616
"PLACER","JUNCTION ELEMENTARY",116624
"FRESNO","SILAS BARTSCH",116657
"KINGS","FRONTIER ELEMENTARY",116699
"KERN","GRANITE POINTE ELEMENTARY",116715
"RIVERSIDE","SOUTHSHORE ELEMENTARY",116749
"RIVERSIDE","QUAIL VALLEY ELEMENTARY",116756
"SAN DIEGO","WILLOW GROVE ELEMENTARY",116764
"SACRAMENTO","H ALLEN HIGHT ELEMENTARY",116806
"CONTRA COSTA","MARINA VISTA ELEMENTARY",116863
"SANTA BARBARA","MANZANITA PUBLIC CHARTER",116921
"RIVERSIDE","ANNA HAUSE ELEMENTARY",116947
"MADERA","PARKWOOD ELEMENTARY",116970
"YOLO","RIVERBANK ELEMENTARY",116996
"LOS ANGELES","DR JAMES EDWARD JONES PRIMARY CENTER",117028
"LOS ANGELES","ENADIA TECHNOLOGY ENRICHED CHARTER",117036
"PLACER","LOOMIS BASIN CHARTER",117150
"SISKIYOU","GOLDEN EAGLE CHARTER",117168
"SAN BERNARDINO","SOAR CHARTER ACADEMY",117192
"LOS ANGELES","SANTA CLARITA VALLEY INTERNATIONAL",117234
"YUBA","YUBA ENVIRONMENTAL SCIENCE CHARTER ACADEMY",117242
"CONTRA COSTA","OLD RIVER ELEM",117275
"SANTA CLARA","ATHENOUR ELEMENTARY",117341
"SAN BERNARDINO","CHAPMAN HEIGHTS ELEMENTARY",117416
"RIVERSIDE","MAY RANCH ELEMENTARY",117424
"STANISLAUS","GREAT VALLEY ACADEMY",117457
"LOS ANGELES","MAGNOLIA SCIENCE ACADEMY 7",117655
"SAN DIEGO","LIBERTY CHARTER",117820
"SAN JOAQUIN","DR LEWIS DOLPHIN STALLWORTH SR CHARTER",117853
"PLACER","MARIA MONTESSORI CHARTER ACADEMY",117879
"LOS ANGELES","KIPP RAICES ACADEMY",117903
"LOS ANGELES","LARCHMONT CHARTER SCH",117929
"LOS ANGELES","ICEF VISTA ELEMENTARY ACADEMY",117937
"LOS ANGELES","FREDRICK DOUGLASS ACA",117952
"LOS ANGELES","ASPIRE HUNTINGTON PARK CHARTER",117960
"LOS ANGELES","GOETHE INTERNATIONAL CHARTER",117978
"SAN DIEGO","URBAN DISCOVERY ACADE",118000
"BUTTE","FOREST RANCH CHARTER",118042
"SAN BERNARDINO","LAVERNE ELEMENTARY PREPARATORY ACADEMY",118059
"SAN DIEGO","INNOVATIONS ACADEMY",118083
"STANISLAUS","ASPIRE UNIVERSITY CHA",118125
"SAN DIEGO","NATIONAL UNIVERSITY ACADEMY",118323
"MONTEREY","BIG SUR CHARTER",118349
"IMPERIAL","BALLINGTON ACADEMY FOR THE ARTS AND SCIENCES",118455
"YUBA","NEW DAY CHARTER",118463
"ALAMEDA","ASPIRE CALIFORNIA COLLEGE PREPARATORY ACADEMY",118489
"STANISLAUS","RICHARD M MOON PRIMA",118513
"SAN JOAQUIN","SPANOS (ALEX G) ELEMENTARY",118752
"LOS ANGELES","BARACK OBAMA CHARTER",118760
"STANISLAUS","RUSD ELEMENTARY SCHOOL #3",118810
"STANISLAUS","WALNUT GROVE ELEMENTA",118927
"RIVERSIDE","CABOT YERXA ELEMENTARY",118943
"SHASTA","ACADEMY OF PERSONALIZ",118984
"LOS ANGELES","NORWALK HEAD START",119001
"SANTA CLARA","ROCKETSHIP SI SE PUEDE ACADEMY",119024
"CONTRA COSTA","CREEKSIDE ELEMENTARY",119032
"KERN","DOUGLAS J MILLER ELEMENTARY",119099
"SAN BERNARDINO","KRYSTAL ELEMENTARY",119107
"PLACER","CORE PLACER CHARTER",119214
"ALAMEDA","NEA COMMUNITY LEARNING CENTER",119222
"LOS ANGELES","WEST CREEK ELEMENTARY",119230
"LOS ANGELES","JOHN AND JACQUELYN MILLER ELEMENTARY",119313
"RIVERSIDE","LOUIS VANDERMOLEN FUNDAMENTAL ELEMENTARY",119321
"FRESNO","VANG PAO ELEMENTARY",119339
"YUBA","EDGEWATER ELEMENTARY",119362
"VENTURA","ENVIRONMENTAL ACADEMY",119396
"VENTURA","JUAN LAGUNAS SORIA ELEMENTARY",119412
"SACRAMENTO","VERNON E GREER ELEMENTARY",119420
"LOS ANGELES","SOL DEL VALLE CHRISTI",119501
"LOS ANGELES","ABC LITTLE SCHOOL",119503
"SAN DIEGO","XARA GARDEN",119545
"LOS ANGELES","TODAY'S FRESH START CHARTER SCHOOL INGLEWOOD",119552
"CONTRA COSTA","RAAMP CHARTER ACADEMY",119586
"SAN DIEGO","LEONARDO DA VINCI HEALTH SCIENCES CHARTER",119594
"LOS ANGELES","DA VINCI DESIGN",119636
"LOS ANGELES","RFK COMMUNITY SCHOOLS - NEW OPEN WORLD ACADEMY K - 12",119685
"LOS ANGELES","RFK COMMUNITY SCHOOLS - UCLA COMMUNITY K - 12",119693
"SONOMA","RIVER MONTESSORI ELEMENTARY CHARTER",119750
"STANISLAUS","MARY ANN SANDERS ELEM",119803
"FRESNO","FRESNO COE DISTRICT - WIDE PRESCHOOL",119867
"ORANGE","ADA CLEGG ELEMENTARY",119925
"LOS ANGELES","EQUITAS ACADEMY CHARTER SCHOOL",119982
"LOS ANGELES","ENDEAVOR COLLEGE PREPARATORY CHARTER",120014
"STANISLAUS","INDEPENDENCE CHARTER",120063
"STANISLAUS","GRATTON CHARTER",120089
"LOS ANGELES","ACADEMIA MODERNA",120097
"PLACER","CREEKSIDE COOPERATIVE CHARTER",120105
"SONOMA","REACH",120121
"KERN","NUEVA VISTA LANGUAGE ACADEMY",120139
"SHASTA","ACADEMY OF PERSONALIZED LEARNING",120170
"ALAMEDA","ASPIRE ERES ACADEMY",120188
"RIVERSIDE","SYCAMORE ACADEMY OF SCIENCE AND CULTURAL ARTS",120204
"SAN DIEGO","MOUNTAIN PEAK CHARTER",120253
"RIVERSIDE","MERCURY ON - LINE ACADEMY OF SOUTHERN CALIFORNIA",120279
"LASSEN","NEW DAY ACADEMY",120287
"LOS ANGELES","ICEF INGLEWOOD ELEMENTARY CHARTER ACADEMY",120303
"SAN BERNARDINO","CAL AERO PRESERVE ACA",120329
"LOS ANGELES","KIT CARSON ELEMENTARY",120337
"SAN FRANCISCO","CHINESE IMMERSION SCHOOL AT DEAVILA",120386
"SACRAMENTO","ASPIRE ALEXANDER TWILIGHT COLLEGE PREPARATORY ACADEMY",120469
"LOS ANGELES","ASPIRE TITAN ACADEMY",120477
"SAN DIEGO","DAVILA DAY",120485
"SAN DIEGO","MONARCH",120493
"MADERA","CROSSROADS CHRTN SCH",120501
"FRESNO","CRESCENT VIEW SOUTH CHARTER",120535
"LOS ANGELES","IQ ACADEMY CALIFORNIA - LOS ANGELES",120600
"SANTA CLARA","ROCKETSHIP LOS SUENOS ACADEMY",120642
"LOS ANGELES","FUTURO COLLEGE PREPARATORY ELEMENTARY",120667
"SAN DIEGO","PACIFIC AMERICAN ACADEMY",120709
"SAN JOAQUIN","STOCKTON COLLEGIATE I",120725
"SONOMA","REDWOOD CONSORTIUM FOR STUDENT SERVICES",120980
"LOS ANGELES","WESTSIDE INNOVATIVE SCHOOL HOUSE",121012
"SAN JOAQUIN","SEBASTIAN QUESTA ELEMENTARY",121046
"ORANGE","PONDEROSA ELEMENTARY",121053
"SAN DIEGO","MANDARIN LANGUAGE ACADEMY",121061
"LOS ANGELES","ARARAT CHARTER",121079
"LOS ANGELES","AMBASSADOR SCHOOL OF GLOBAL EDUCATION",121103
"SAN MATEO","REDWOOD SHORES ELEMENTARY",121111
"LOS ANGELES","INGENIUM CHARTER",121137
"SAN DIEGO","EVANGELINE ROBERTS INSTITUTE OF LEARNING",121145
"SAN BERNARDINO","NANCY R KORDYAK ELEMENTARY",121160
"LOS ANGELES","CHILDREN OF PROMISE PREPARATORY ACADEMY",121186
"PLACER","SUNSET RANCH ELEMENTARY",121244
"RIVERSIDE","KEEGAN ACADEMY",121251
"RIVERSIDE","MEGAN COPE ELEMENTARY",121319
"SAN BERNARDINO","EXCEL PREP CHARTER",121343
"PLACER","JOHN ADAMS ACADEMY",121418
"BUTTE","SHERWOOD MONTESSORI",121475
"SANTA CLARA","CORNERSTONE ACADEMY P",121483
"MARIN","SHORT ELEMENTARY",121517
"STANISLAUS","ROBERTS FERRY ELEMENTARY",121525
"FRESNO","MORRIS E DAILEY CHARTER ELEMENTARY",121533
"EL DORADO","ASPIRE DOWNTOWN STOCK",121541
"EL DORADO","AMERICAN RIVER CHARTER",121566
"STANISLAUS","DENAIR ACADEMIC AVENUES",121574
"SAN BERNARDINO","OXFORD PREPARATORY AC",121590
"PLACER","HARVEST RIDGE COOPERATIVE CHARTER PLACER ACADEMY",121608
"PLACER","SIERRA EXPEDITIONARY LEARNING",121624
"YUBA","PARAGON COLLEGIATE ACADEMY",121632
"SHASTA","COTTONWOOD CREEK CHARTER",121640
"LASSEN","MT LASSEN CHARTER",121657
"SACRAMENTO","YAV PEM SUAB ACADEMY  -  PREPARING FOR THE FUTURE CH",121665
"SAN DIEGO","SAN DIEGO GLOBAL VISION ACADEMY",121681
"LOS ANGELES","KIPP EMPOWER ACADEMY",121699
"LOS ANGELES","KIPP COMIENZA COMMUNITY PREP",121707
"YOLO","SCIENCE & TECHNOLOGY",121749
"VENTURA","BRIDGES CHARTER",121756
"SAN JOAQUIN","PRIMARY YEARS ACADEMY",121798
"IMPERIAL","IMAGINE SCHOOLS AT IMPERIAL VALLEY",121855
"LOS ANGELES","CARSON - GORE ACADEMY OF ENVIORNMENTAL STUDIES",122101
"LOS ANGELES","ESTRELLA ELEMENTARY",122119
"LOS ANGELES","QUINCY JONES ELEMENTARY",122127
"LOS ANGELES","DOLORES HUERTA ELEMENTARY",122135
"LOS ANGELES","DR OWEN LLOYD KNOX ELEMENTARY",122143
"LOS ANGELES","WISDOM ELEMENTARY",122150
"LOS ANGELES","JAIME ESCALANTE ELEMENTARY",122168
"LOS ANGELES","JUDITH F BACA ARTS ACADEMY",122176
"LOS ANGELES","VALLEY REGION ELEMENT",122184
"LOS ANGELES","JULIE KORENSTEIN ELEMENTARY",122192
"LOS ANGELES","VISTA DEL VALLE DUAL LANGUAGE ACADEMY",122200
"LOS ANGELES","ANDRES AND MARIA CARDENAS ELEMENTARY",122218
"LOS ANGELES","STANLEY MOSK ELEMENTARY",122226
"LOS ANGELES","CARLOS SANTANA ARTS ACADEMY",122234
"SOLANO","DIXON MONTESSORI CHARTER",122267
"SAN BERNARDINO","HARDY BROWN COLLEGE PREP",122317
"SONOMA","DUNHAM CHARTER",122440
"LOS ANGELES","CEDARLANE ACADEMY",122465
"PLACER","PARTNERSHIPS FOR STUDENT - CENTERED LEARNING",122507
"SOLANO","ALTERNATIVE COOPERATIVE EDUCATION CHARTER",122523
"LOS ANGELES","CITIZENS OF THE WORLD CHARTER HOLLYWOOD",122556
"LOS ANGELES","CAMINO NUEVO CHARTER ACADEMY  -  CASTELLANOS",122564
"SAN JOAQUIN","RIO VALLEY CHARTER",122580
"LOS ANGELES","ASPIRE GATEWAY ACADEMY",122614
"LOS ANGELES","ASPIRE FIRESTONE ACADEMY",122622
"LOS ANGELES","PARA LOS NINOS  -  EVELYN THURMAN GRATTS PRIMARY",122630
"PLACER","SIERRA HILLS ARTS AND SCIENCES CHARTER ACADEMY",122648
"LOS ANGELES","CELERITY OCTAVIA CHARTER",122655
"IMPERIAL","IMPERIAL VALLEY HOME SCHOOL ACADEMY",122663
"VENTURA","RIVER OAKS ACADEMY",122713
"LOS ANGELES","VALLEY CHARTER ELEMENTARY",122754
"FRESNO","ANCHOR ACADEMY CHARTER",122770
"SAN DIEGO","ALL TRIBES ELEMENTARY CHARTER",122796
"LOS ANGELES","CAMINO NUEVO ACADEMY 2",122861
"SAN BERNARDINO","PHOENIX ACADEMY",122945
"RIVERSIDE","LAKELAND VILLAGE",122960
"SAN DIEGO","WILLOW ELEMENTARY",123000
"SAN DIEGO","HIGH TECH ELEMENTARY CHULA VISTA",123059
"SAN FRANCISCO","SAN FRANCISCO PUBLIC MONTESSORI",123117
"LOS ANGELES","ARTS IN ACTION COMMUNITY CHARTER",123158
"LOS ANGELES","CELERITY PALMATI CHARTER",123166
"LOS ANGELES","LIFE SOURCE INTERNATIONAL CHARTER",123174
"SANTA CLARA","ROCKETSHIP DISCOVERY PREP",123281
"SANTA CLARA","ROCKETSHIP MOSAIC ELEMENTARY",123299
"SONOMA","LIBERTY PRIMARY",123422
"FRESNO","SEQUOIA ELEMENTARY",123463
"SAN FRANCISCO","MISSION PREPARATORY",123505
"EL DORADO","CHARTER ALTERNATIVE PROGRAM (CAP)",123521
"FRESNO","GOLDENROD ELEMENTARY",123596
"TULARE","ROOSEVELT ELEMENTARY",123646
"TULARE","KENNEDY ELEMENTARY",123653
"TULARE","REAGAN ELEMENTARY",123661
"ALAMEDA","VINCENT ACADEMY",123711
"ORANGE","COMMUNITY ROOTS ACADEMY",123729
"SANTA CLARA","GILROY PREP",123760
"SAN DIEGO","OLD TOWN ACADEMY K - 8 CHARTER",123778
"BUTTE","WILDFLOWER OPEN CLASSROOM",123810
"SAN BERNARDINO","MISSION ELEMENTARY",123851
"FRESNO","ROGER S ORAZE ELEMENTARY",123869
"SACRAMENTO","CAPITOL COLLEGIATE ACADEMY",123901
"ALAMEDA","HAROLD WILLIAM KOLB",123935
"ALAMEDA","COMMUNITY SCHOOL FOR CREATIVE EDUCATION",123968
"LOS ANGELES","CELERITY CARDINAL CHARTER",123984
"SAN BERNARDINO","COMPETITIVE EDGE CHARTER ACADEMY  - CECA - ",124032
"KERN","GRIMMWAY ACADEMY",124040
"TULARE","VALLEY LIFE CHARTER",124057
"STANISLAUS","HURD BARRINGTON ELEMENTARY",124073
"LOS ANGELES","DISCOVERY",124099
"IMPERIAL","DOGWOOD ELEMENTARY",124149
"LOS ANGELES","DOS CAMINOS",124156
"HUMBOLDT","REDWOOD PREPARATORY CHARTER",124164
"ALAMEDA","YU MING CHARTER",124172
"LOS ANGELES","EXTERA PUBLIC",124198
"SAN DIEGO","AMERICA'S FINEST CHARTER",124206
"SAN BERNARDINO","HOPE ACADEMY CHARTER",124214
"SONOMA","HEALDSBURG CHARTER",124230
"SANTA BARBARA","TRIVIUM CHARTER",124255
"MONTEREY","BAY VIEW ACADEMY",124297
"RIVERSIDE","FATHER'S HEART CHARTER",124313
"SAN DIEGO","HOWARD GARDNER COMMUNITY CHARTER",124321
"MARIN","HIDDEN VALLEY ELEMENTARY",124578
"FRESNO","FOOTHILL ELEMENTARY",124586
"MONTEREY","MONTE VISTA",124602
"SACRAMENTO","FORTUNE",124651
