"schoolType","COUNTY","SCHOOL","school_code","n","nMMR","nDTP","nPolio","nPBE","nPME","year"
"PUBLIC","RIVERSIDE","LASSELLE ELEMENTARY",109116,90,90,90,90,0,0,2006
"PUBLIC","RIVERSIDE","LASSELLE ELEMENTARY",109116,119,119,119,119,0,0,2014
"PUBLIC","RIVERSIDE","LASSELLE ELEMENTARY",109116,121,116,116,116,1,0,2013
"PUBLIC","RIVERSIDE","LASSELLE ELEMENTARY",109116,120,117,118,118,0,0,2007
"PUBLIC","RIVERSIDE","LASSELLE ELEMENTARY",109116,82,78,78,79,1,0,2005
"PUBLIC","RIVERSIDE","LASSELLE ELEMENTARY",109116,120,120,120,120,0,0,2015
"PUBLIC","RIVERSIDE","LASSELLE ELEMENTARY",109116,90,89,89,89,1,0,2008
"PUBLIC","RIVERSIDE","LASSELLE ELEMENTARY",109116,124,119,118,117,0,0,2010
"PUBLIC","RIVERSIDE","LASSELLE ELEMENTARY",109116,148,145,146,146,0,0,2011
"PUBLIC","RIVERSIDE","AVALON ELEMENTARY",109124,118,114,114,114,0,0,2009
"PUBLIC","RIVERSIDE","AVALON ELEMENTARY",109124,123,122,120,121,0,0,2011
"PUBLIC","RIVERSIDE","AVALON ELEMENTARY",109124,118,116,116,116,2,0,2008
"PUBLIC","RIVERSIDE","AVALON ELEMENTARY",109124,124,121,121,120,0,1,2005
"PUBLIC","RIVERSIDE","AVALON ELEMENTARY",109124,123,121,122,123,0,0,2007
"PUBLIC","RIVERSIDE","AVALON ELEMENTARY",109124,119,117,117,117,0,0,2014
"PUBLIC","RIVERSIDE","AVALON ELEMENTARY",109124,132,129,129,129,0,0,2012
"PUBLIC","RIVERSIDE","AVALON ELEMENTARY",109124,120,117,117,117,0,0,2013
"PUBLIC","RIVERSIDE","AVALON ELEMENTARY",109124,116,114,113,113,1,0,2015
"PUBLIC","RIVERSIDE","AVALON ELEMENTARY",109124,95,95,95,95,0,0,2006
"PUBLIC","RIVERSIDE","AVALON ELEMENTARY",109124,102,102,100,101,0,0,2010
"PUBLIC","NAPA","CANYON OAKS ELEMENTARY",109140,109,108,108,108,0,0,2013
"PUBLIC","NAPA","CANYON OAKS ELEMENTARY",109140,90,90,90,90,0,0,2011
"PUBLIC","NAPA","CANYON OAKS ELEMENTARY",109140,106,106,106,106,0,0,2014
"PUBLIC","NAPA","CANYON OAKS ELEMENTARY",109140,116,116,116,116,0,0,2012
"PUBLIC","NAPA","CANYON OAKS ELEMENTARY",109140,99,99,99,99,0,0,2008
"PUBLIC","NAPA","CANYON OAKS ELEMENTARY",109140,95,94,94,94,1,0,2009
"PUBLIC","NAPA","CANYON OAKS ELEMENTARY",109140,86,85,85,85,0,1,2005
"PUBLIC","NAPA","CANYON OAKS ELEMENTARY",109140,90,89,90,88,0,0,2007
"PUBLIC","NAPA","CANYON OAKS ELEMENTARY",109140,100,98,97,98,0,0,2006
"PUBLIC","NAPA","CANYON OAKS ELEMENTARY",109140,118,117,117,117,0,0,2010
"PUBLIC","NAPA","CANYON OAKS ELEMENTARY",109140,95,95,95,95,0,0,2015
"PUBLIC","CONTRA COSTA","QUAIL RUN ELEMENTARY",109173,50,50,50,50,0,0,2005
"PUBLIC","CONTRA COSTA","QUAIL RUN ELEMENTARY",109173,112,108,108,108,4,0,2007
"PUBLIC","CONTRA COSTA","QUAIL RUN ELEMENTARY",109173,161,159,159,159,2,0,2014
"PUBLIC","CONTRA COSTA","QUAIL RUN ELEMENTARY",109173,131,128,128,128,3,0,2013
"PUBLIC","CONTRA COSTA","QUAIL RUN ELEMENTARY",109173,153,141,139,139,4,0,2008
"PUBLIC","CONTRA COSTA","QUAIL RUN ELEMENTARY",109173,156,137,136,139,2,4,2011
"PUBLIC","CONTRA COSTA","QUAIL RUN ELEMENTARY",109173,165,157,157,157,8,0,2012
"PUBLIC","CONTRA COSTA","QUAIL RUN ELEMENTARY",109173,137,134,134,134,2,0,2006
"PUBLIC","CONTRA COSTA","QUAIL RUN ELEMENTARY",109173,173,153,154,156,8,0,2010
"PUBLIC","CONTRA COSTA","QUAIL RUN ELEMENTARY",109173,147,137,138,137,3,0,2009
"PUBLIC","CONTRA COSTA","QUAIL RUN ELEMENTARY",109173,152,150,150,150,2,0,2015
"PUBLIC","LOS ANGELES","OLYMPIC PRIMARY CENTE",109181,207,201,198,201,0,0,2011
"PUBLIC","LOS ANGELES","OLYMPIC PRIMARY CENTE",109181,235,234,234,234,0,0,2006
"PUBLIC","LOS ANGELES","OLYMPIC PRIMARY CENTE",109181,238,230,230,234,0,0,2007
"PUBLIC","LOS ANGELES","OLYMPIC PRIMARY CENTE",109181,188,184,184,184,1,0,2013
"PUBLIC","LOS ANGELES","OLYMPIC PRIMARY CENTE",109181,172,167,168,168,0,0,2015
"PUBLIC","LOS ANGELES","OLYMPIC PRIMARY CENTE",109181,251,248,248,248,0,0,2005
"PUBLIC","LOS ANGELES","OLYMPIC PRIMARY CENTE",109181,195,192,190,191,1,0,2008
"PUBLIC","LOS ANGELES","OLYMPIC PRIMARY CENTE",109181,198,186,184,188,1,1,2009
"PUBLIC","LOS ANGELES","OLYMPIC PRIMARY CENTE",109181,196,194,194,193,1,0,2010
"PUBLIC","LOS ANGELES","OLYMPIC PRIMARY CENTE",109181,157,151,152,153,1,0,2012
"PUBLIC","LOS ANGELES","OLYMPIC PRIMARY CENTE",109181,180,32,29,37,0,0,2014
"PUBLIC","LOS ANGELES","LAKE STREET PRIMARY",109199,145,137,137,135,2,0,2013
"PUBLIC","LOS ANGELES","LAKE STREET PRIMARY",109199,162,158,153,157,1,1,2008
"PUBLIC","LOS ANGELES","LAKE STREET PRIMARY",109199,135,134,124,124,1,0,2014
"PUBLIC","LOS ANGELES","LAKE STREET PRIMARY",109199,154,154,154,154,0,0,2012
"PUBLIC","LOS ANGELES","LAKE STREET PRIMARY",109199,153,152,153,153,0,0,2010
"PUBLIC","LOS ANGELES","LAKE STREET PRIMARY",109199,155,152,152,152,0,0,2009
"PUBLIC","LOS ANGELES","LAKE STREET PRIMARY",109199,155,153,153,153,2,0,2007
"PUBLIC","LOS ANGELES","LAKE STREET PRIMARY",109199,241,241,240,240,0,0,2005
"PUBLIC","LOS ANGELES","LAKE STREET PRIMARY",109199,187,182,180,183,2,0,2006
"PUBLIC","LOS ANGELES","LAKE STREET PRIMARY",109199,139,137,137,138,0,0,2011
"PUBLIC","LOS ANGELES","LAKE STREET PRIMARY",109199,128,122,122,124,0,0,2015
"PUBLIC","LOS ANGELES","MARTHA ESCUTIA PRIMARY CENTER",109207,264,249,249,249,0,0,2015
"PUBLIC","LOS ANGELES","MARTHA ESCUTIA PRIMARY CENTER",109207,277,275,274,276,0,0,2008
"PUBLIC","LOS ANGELES","MARTHA ESCUTIA PRIMARY CENTER",109207,239,237,235,235,0,0,2012
"PUBLIC","LOS ANGELES","MARTHA ESCUTIA PRIMARY CENTER",109207,239,237,237,237,0,0,2011
"PUBLIC","LOS ANGELES","MARTHA ESCUTIA PRIMARY CENTER",109207,209,209,207,208,0,0,2010
"PUBLIC","LOS ANGELES","MARTHA ESCUTIA PRIMARY CENTER",109207,259,251,253,252,0,0,2006
"PUBLIC","LOS ANGELES","MARTHA ESCUTIA PRIMARY CENTER",109207,243,230,238,242,0,0,2007
"PUBLIC","LOS ANGELES","MARTHA ESCUTIA PRIMARY CENTER",109207,250,184,173,185,1,0,2014
"PUBLIC","LOS ANGELES","MARTHA ESCUTIA PRIMARY CENTER",109207,252,220,218,221,0,0,2013
"PUBLIC","LOS ANGELES","MARTHA ESCUTIA PRIMARY CENTER",109207,247,244,241,245,0,0,2009
"PUBLIC","LOS ANGELES","GARZA  - CARMEN LOMAS -  PRIMARY CENTER",109223,61,61,61,61,0,0,2006
"PUBLIC","LOS ANGELES","GARZA  - CARMEN LOMAS -  PRIMARY CENTER",109223,47,47,47,47,0,0,2011
"PUBLIC","LOS ANGELES","GARZA  - CARMEN LOMAS -  PRIMARY CENTER",109223,51,49,50,50,0,0,2014
"PUBLIC","LOS ANGELES","GARZA  - CARMEN LOMAS -  PRIMARY CENTER",109223,63,55,51,53,0,1,2012
"PUBLIC","LOS ANGELES","GARZA  - CARMEN LOMAS -  PRIMARY CENTER",109223,60,55,55,56,0,0,2009
"PUBLIC","LOS ANGELES","GARZA  - CARMEN LOMAS -  PRIMARY CENTER",109223,51,50,50,50,0,0,2007
"PUBLIC","LOS ANGELES","GARZA  - CARMEN LOMAS -  PRIMARY CENTER",109223,51,51,51,51,0,0,2010
"PUBLIC","LOS ANGELES","GARZA  - CARMEN LOMAS -  PRIMARY CENTER",109223,59,56,56,58,0,0,2008
"PUBLIC","LOS ANGELES","GARZA  - CARMEN LOMAS -  PRIMARY CENTER",109223,70,47,47,47,0,1,2013
"PUBLIC","LOS ANGELES","GARZA  - CARMEN LOMAS -  PRIMARY CENTER",109223,42,37,37,38,0,0,2015
"PUBLIC","LOS ANGELES","DANNY J BAKEWELL, SR, PRIMARY CENTER",109231,188,182,183,183,1,0,2010
"PUBLIC","LOS ANGELES","DANNY J BAKEWELL, SR, PRIMARY CENTER",109231,197,186,185,189,0,0,2007
"PUBLIC","LOS ANGELES","DANNY J BAKEWELL, SR, PRIMARY CENTER",109231,226,202,206,205,0,0,2005
"PUBLIC","LOS ANGELES","DANNY J BAKEWELL, SR, PRIMARY CENTER",109231,203,199,195,197,0,0,2008
"PUBLIC","LOS ANGELES","DANNY J BAKEWELL, SR, PRIMARY CENTER",109231,237,232,227,230,0,0,2014
"PUBLIC","LOS ANGELES","DANNY J BAKEWELL, SR, PRIMARY CENTER",109231,205,195,198,197,2,3,2013
"PUBLIC","LOS ANGELES","DANNY J BAKEWELL, SR, PRIMARY CENTER",109231,211,204,205,205,0,6,2012
"PUBLIC","LOS ANGELES","DANNY J BAKEWELL, SR, PRIMARY CENTER",109231,222,199,200,206,0,0,2006
"PUBLIC","LOS ANGELES","DANNY J BAKEWELL, SR, PRIMARY CENTER",109231,207,206,202,206,1,0,2011
"PUBLIC","LOS ANGELES","DANNY J BAKEWELL, SR, PRIMARY CENTER",109231,208,207,198,206,0,1,2015
"PUBLIC","LOS ANGELES","HOOPER AVENUE PRIMARY CENTER",109249,251,249,249,249,1,1,2008
"PUBLIC","LOS ANGELES","HOOPER AVENUE PRIMARY CENTER",109249,269,262,265,265,0,0,2015
"PUBLIC","LOS ANGELES","HOOPER AVENUE PRIMARY CENTER",109249,370,336,341,338,0,0,2006
"PUBLIC","LOS ANGELES","HOOPER AVENUE PRIMARY CENTER",109249,289,289,289,289,0,0,2011
"PUBLIC","LOS ANGELES","HOOPER AVENUE PRIMARY CENTER",109249,279,275,276,276,0,0,2007
"PUBLIC","LOS ANGELES","HOOPER AVENUE PRIMARY CENTER",109249,261,260,260,260,1,0,2010
"PUBLIC","LOS ANGELES","HOOPER AVENUE PRIMARY CENTER",109249,216,216,215,216,0,0,2012
"PUBLIC","LOS ANGELES","HOOPER AVENUE PRIMARY CENTER",109249,248,246,246,246,1,1,2013
"PUBLIC","LOS ANGELES","HOOPER AVENUE PRIMARY CENTER",109249,353,352,348,348,0,0,2014
"PUBLIC","LOS ANGELES","MARIPOSA - NABI PRIMARY",109256,90,90,90,90,0,0,2013
"PUBLIC","LOS ANGELES","MARIPOSA - NABI PRIMARY",109256,91,83,82,83,0,0,2009
"PUBLIC","LOS ANGELES","MARIPOSA - NABI PRIMARY",109256,72,68,68,70,0,0,2006
"PUBLIC","LOS ANGELES","MARIPOSA - NABI PRIMARY",109256,79,72,70,69,0,0,2007
"PUBLIC","LOS ANGELES","MARIPOSA - NABI PRIMARY",109256,87,70,73,72,0,0,2010
"PUBLIC","LOS ANGELES","MARIPOSA - NABI PRIMARY",109256,87,80,78,78,0,0,2008
"PUBLIC","LOS ANGELES","MARIPOSA - NABI PRIMARY",109256,99,99,97,97,0,0,2012
"PUBLIC","LOS ANGELES","MARIPOSA - NABI PRIMARY",109256,96,85,95,95,0,0,2014
"PUBLIC","LOS ANGELES","MARIPOSA - NABI PRIMARY",109256,101,93,95,95,0,0,2011
"PUBLIC","LOS ANGELES","MARIPOSA - NABI PRIMARY",109256,84,75,73,73,0,0,2005
"PUBLIC","LOS ANGELES","MARIPOSA - NABI PRIMARY",109256,79,79,79,79,0,0,2015
"PUBLIC","LOS ANGELES","LEXINGTON AVENUE PRIMARY CENTER",109264,37,37,37,37,0,0,2015
"PUBLIC","LOS ANGELES","LEXINGTON AVENUE PRIMARY CENTER",109264,101,84,85,79,0,0,2013
"PUBLIC","LOS ANGELES","LEXINGTON AVENUE PRIMARY CENTER",109264,78,77,77,75,0,0,2008
"PUBLIC","LOS ANGELES","LEXINGTON AVENUE PRIMARY CENTER",109264,81,76,76,79,0,0,2009
"PUBLIC","LOS ANGELES","LEXINGTON AVENUE PRIMARY CENTER",109264,83,75,73,75,0,0,2014
"PUBLIC","LOS ANGELES","LEXINGTON AVENUE PRIMARY CENTER",109264,146,145,145,145,0,0,2005
"PUBLIC","LOS ANGELES","LEXINGTON AVENUE PRIMARY CENTER",109264,83,65,69,69,0,0,2012
"PUBLIC","LOS ANGELES","LEXINGTON AVENUE PRIMARY CENTER",109264,83,81,80,80,0,0,2007
"PUBLIC","LOS ANGELES","LEXINGTON AVENUE PRIMARY CENTER",109264,74,71,72,71,0,0,2011
"PUBLIC","LOS ANGELES","LEXINGTON AVENUE PRIMARY CENTER",109264,82,76,75,74,0,0,2010
"PUBLIC","LOS ANGELES","LEXINGTON AVENUE PRIMARY CENTER",109264,93,91,92,92,0,0,2006
"PUBLIC","LOS ANGELES","MIDDLETON PC",109272,243,236,235,234,0,0,2010
"PUBLIC","LOS ANGELES","MIDDLETON PC",109272,249,247,245,246,0,0,2007
"PUBLIC","LOS ANGELES","MIDDLETON PC",109272,235,226,228,229,1,0,2011
"PUBLIC","LOS ANGELES","MIDDLETON PC",109272,256,247,244,245,0,0,2008
"PUBLIC","LOS ANGELES","MIDDLETON PC",109272,244,242,241,242,0,0,2006
"PUBLIC","LOS ANGELES","MIDDLETON PC",109272,202,189,188,187,0,0,2013
"PUBLIC","LOS ANGELES","MIDDLETON PC",109272,242,239,240,239,0,0,2012
"PUBLIC","LOS ANGELES","MIDDLETON PC",109272,223,220,220,222,0,0,2015
"PUBLIC","LOS ANGELES","AMANECER PRIMARY CENTER",109280,77,75,74,74,0,0,2013
"PUBLIC","LOS ANGELES","AMANECER PRIMARY CENTER",109280,80,52,48,50,0,0,2012
"PUBLIC","LOS ANGELES","AMANECER PRIMARY CENTER",109280,90,48,47,48,0,0,2011
"PUBLIC","LOS ANGELES","AMANECER PRIMARY CENTER",109280,60,51,50,54,0,0,2007
"PUBLIC","LOS ANGELES","AMANECER PRIMARY CENTER",109280,77,70,70,70,0,0,2009
"PUBLIC","LOS ANGELES","AMANECER PRIMARY CENTER",109280,80,66,66,66,0,0,2010
"PUBLIC","LOS ANGELES","AMANECER PRIMARY CENTER",109280,73,70,70,70,0,0,2006
"PUBLIC","LOS ANGELES","AMANECER PRIMARY CENTER",109280,82,82,81,82,0,0,2005
"PUBLIC","LOS ANGELES","AMANECER PRIMARY CENTER",109280,83,76,74,75,0,0,2008
"PUBLIC","LOS ANGELES","AMANECER PRIMARY CENTER",109280,72,71,70,71,0,0,2015
"PUBLIC","LOS ANGELES","AMANECER PRIMARY CENTER",109280,71,60,59,61,0,0,2014
"PUBLIC","LOS ANGELES","HOLLYWOOD PRIMARY CEN",109296,53,47,47,48,0,0,2007
"PUBLIC","LOS ANGELES","HOLLYWOOD PRIMARY CTR",109298,43,43,43,43,0,0,2015
"PUBLIC","LOS ANGELES","HOLLYWOOD PRIMARY CTR",109298,52,51,51,50,0,0,2010
"PUBLIC","LOS ANGELES","HOLLYWOOD PRIMARY CTR",109298,53,47,47,48,0,0,2007
"PUBLIC","LOS ANGELES","HOLLYWOOD PRIMARY CTR",109298,69,67,67,67,1,0,2012
"PUBLIC","LOS ANGELES","HOLLYWOOD PRIMARY CTR",109298,64,60,61,62,0,0,2006
"PUBLIC","LOS ANGELES","HOLLYWOOD PRIMARY CTR",109298,58,50,47,51,0,0,2008
"PUBLIC","LOS ANGELES","HOLLYWOOD PRIMARY CTR",109298,74,66,68,68,1,0,2013
"PUBLIC","LOS ANGELES","HOLLYWOOD PRIMARY CTR",109298,73,70,72,72,0,0,2009
"PUBLIC","LOS ANGELES","HOLLYWOOD PRIMARY CTR",109298,50,49,49,50,0,0,2014
"PUBLIC","LOS ANGELES","HOLLYWOOD PRIMARY CTR",109298,62,60,59,60,1,0,2011
"PUBLIC","LOS ANGELES","HOLLYWOOD PRIMARY CTR",109298,72,70,69,69,1,0,2005
"PUBLIC","LOS ANGELES","WASHINGTON PRIMARY CENTER",109306,135,130,132,132,0,0,2007
"PUBLIC","LOS ANGELES","WASHINGTON PRIMARY CENTER",109306,131,127,129,126,0,0,2010
"PUBLIC","LOS ANGELES","WASHINGTON PRIMARY CENTER",109306,139,109,121,122,0,0,2005
"PUBLIC","LOS ANGELES","WASHINGTON PRIMARY CENTER",109306,126,102,99,100,0,0,2008
"PUBLIC","LOS ANGELES","WASHINGTON PRIMARY CENTER",109306,106,101,100,102,0,0,2006
"PUBLIC","LOS ANGELES","WASHINGTON PRIMARY CENTER",109306,126,126,126,126,0,0,2014
"PUBLIC","LOS ANGELES","WASHINGTON PRIMARY CENTER",109306,116,112,111,112,0,0,2015
"PUBLIC","LOS ANGELES","WASHINGTON PRIMARY CENTER",109306,125,106,105,107,1,0,2009
"PUBLIC","LOS ANGELES","WASHINGTON PRIMARY CENTER",109306,102,100,99,99,0,0,2012
"PUBLIC","LOS ANGELES","WASHINGTON PRIMARY CENTER",109306,109,105,106,107,0,0,2011
"PUBLIC","LOS ANGELES","HARVARD ELEMENTARY SC",109314,85,43,41,44,0,0,2014
"PUBLIC","LOS ANGELES","HARVARD ELEMENTARY SC",109314,94,46,48,48,0,0,2015
"PUBLIC","LOS ANGELES","HARVARD ELEMENTARY SC",109314,62,62,61,61,0,0,2007
"PUBLIC","LOS ANGELES","HARVARD ELEMENTARY SC",109314,81,52,53,55,0,0,2012
"PUBLIC","LOS ANGELES","HARVARD ELEMENTARY SC",109314,90,90,89,88,0,0,2006
"PUBLIC","LOS ANGELES","HARVARD ELEMENTARY SC",109314,83,69,68,69,0,0,2011
"PUBLIC","LOS ANGELES","HARVARD ELEMENTARY SC",109314,79,77,75,76,0,0,2005
"PUBLIC","LOS ANGELES","HARVARD ELEMENTARY SC",109314,108,102,100,100,0,0,2010
"PUBLIC","LOS ANGELES","HARVARD ELEMENTARY SC",109314,83,80,77,79,0,0,2009
"PUBLIC","LOS ANGELES","HARVARD ELEMENTARY SC",109314,85,85,84,84,0,0,2008
"PUBLIC","LOS ANGELES","PACIFIC BOULEVARD",109322,74,74,74,74,0,0,2008
"PUBLIC","LOS ANGELES","PACIFIC BOULEVARD",109322,85,44,41,43,0,0,2011
"PUBLIC","LOS ANGELES","PACIFIC BOULEVARD",109322,113,80,78,76,0,0,2014
"PUBLIC","LOS ANGELES","PACIFIC BOULEVARD",109322,99,82,84,85,0,0,2013
"PUBLIC","LOS ANGELES","PACIFIC BOULEVARD",109322,90,69,68,72,0,0,2009
"PUBLIC","LOS ANGELES","PACIFIC BOULEVARD",109322,99,80,79,81,0,0,2010
"PUBLIC","LOS ANGELES","PACIFIC BOULEVARD",109322,94,80,74,81,0,0,2015
"PUBLIC","LOS ANGELES","PACIFIC BOULEVARD",109322,97,84,82,83,0,0,2012
"PUBLIC","LOS ANGELES","JEFFERSON NEW ELEM#1",109330,127,126,125,125,0,0,2011
"PUBLIC","LOS ANGELES","JEFFERSON NEW ELEM#1",109330,121,114,111,114,0,0,2008
"PUBLIC","LOS ANGELES","JEFFERSON NEW ELEM#1",109330,123,118,118,118,0,0,2014
"PUBLIC","LOS ANGELES","JEFFERSON NEW ELEM#1",109330,115,114,114,112,0,0,2013
"PUBLIC","LOS ANGELES","JEFFERSON NEW ELEM#1",109330,137,137,137,137,0,0,2012
"PUBLIC","LOS ANGELES","JEFFERSON NEW ELEM#1",109330,140,133,132,131,0,0,2009
"PUBLIC","LOS ANGELES","JEFFERSON NEW ELEM#1",109330,120,98,96,100,0,0,2006
"PUBLIC","LOS ANGELES","JEFFERSON NEW ELEM#1",109330,114,97,95,97,0,0,2007
"PUBLIC","LOS ANGELES","JEFFERSON NEW ELEM#1",109330,133,128,128,127,0,0,2010
"PUBLIC","LOS ANGELES","AURORA ELEMENTARY",109348,96,96,95,96,0,0,2008
"PUBLIC","LOS ANGELES","AURORA ELEMENTARY",109348,86,86,86,86,0,0,2013
"PUBLIC","LOS ANGELES","AURORA ELEMENTARY",109348,82,80,81,81,0,0,2011
"PUBLIC","LOS ANGELES","AURORA ELEMENTARY",109348,69,62,61,61,0,0,2010
"PUBLIC","LOS ANGELES","AURORA ELEMENTARY",109348,91,91,91,91,0,0,2014
"PUBLIC","LOS ANGELES","AURORA ELEMENTARY",109348,80,80,80,80,0,0,2012
"PUBLIC","LOS ANGELES","AURORA ELEMENTARY",109348,126,126,123,126,0,0,2006
"PUBLIC","LOS ANGELES","AURORA ELEMENTARY",109348,95,95,95,95,0,0,2015
"PUBLIC","LOS ANGELES","AURORA ELEMENTARY",109348,109,108,102,107,0,1,2009
"PUBLIC","LOS ANGELES","AURORA ELEMENTARY",109348,115,115,113,113,0,0,2007
"PUBLIC","LOS ANGELES","JOHN W MACK ELEMENTARY",109355,47,43,43,43,0,0,2010
"PUBLIC","LOS ANGELES","JOHN W MACK ELEMENTARY",109355,72,63,63,64,0,1,2012
"PUBLIC","LOS ANGELES","JOHN W MACK ELEMENTARY",109355,77,58,61,62,1,0,2007
"PUBLIC","LOS ANGELES","JOHN W MACK ELEMENTARY",109355,53,43,44,45,1,0,2006
"PUBLIC","LOS ANGELES","JOHN W MACK ELEMENTARY",109355,98,54,54,60,0,0,2015
"PUBLIC","LOS ANGELES","JOHN W MACK ELEMENTARY",109355,71,53,56,57,0,0,2013
"PUBLIC","LOS ANGELES","JOHN W MACK ELEMENTARY",109355,77,66,63,66,0,0,2008
"PUBLIC","LOS ANGELES","JOHN W MACK ELEMENTARY",109355,81,67,66,66,0,0,2009
"PUBLIC","LOS ANGELES","JOHN W MACK ELEMENTARY",109355,93,87,87,87,0,0,2011
"PUBLIC","LOS ANGELES","JOHN W MACK ELEMENTARY",109355,66,45,49,49,0,0,2014
"PUBLIC","LOS ANGELES","JOHN W MACK ELEMENTARY",109355,75,63,64,66,0,0,2005
"PUBLIC","LOS ANGELES","MAYWOOD NEW ELEM",109363,80,69,70,71,0,0,2007
"PUBLIC","LOS ANGELES","MAYWOOD NEW ELEM",109363,89,73,76,72,0,0,2012
"PUBLIC","LOS ANGELES","MAYWOOD NEW ELEM",109363,78,70,71,71,0,0,2008
"PUBLIC","LOS ANGELES","MAYWOOD NEW ELEM",109363,79,67,68,68,0,0,2011
"PUBLIC","LOS ANGELES","MAYWOOD NEW ELEM",109363,95,92,90,91,2,0,2013
"PUBLIC","LOS ANGELES","MAYWOOD NEW ELEM",109363,72,66,66,68,0,0,2009
"PUBLIC","LOS ANGELES","MAYWOOD NEW ELEM",109363,89,89,89,89,0,0,2006
"PUBLIC","LOS ANGELES","MAYWOOD NEW ELEM",109363,93,87,80,84,1,0,2015
"PUBLIC","LOS ANGELES","ROSA PARKS LEARNING CENTER",109371,131,128,126,128,0,1,2015
"PUBLIC","LOS ANGELES","ROSA PARKS LEARNING CENTER",109371,148,147,147,147,1,0,2013
"PUBLIC","LOS ANGELES","ROSA PARKS LEARNING CENTER",109371,149,143,140,144,0,0,2008
"PUBLIC","LOS ANGELES","ROSA PARKS LEARNING CENTER",109371,134,119,113,115,0,0,2007
"PUBLIC","LOS ANGELES","ROSA PARKS LEARNING CENTER",109371,156,148,148,149,0,0,2006
"PUBLIC","LOS ANGELES","ROSA PARKS LEARNING CENTER",109371,141,125,126,127,0,0,2012
"PUBLIC","LOS ANGELES","ROSA PARKS LEARNING CENTER",109371,153,148,145,145,1,0,2014
"PUBLIC","LOS ANGELES","ROSA PARKS LEARNING CENTER",109371,128,127,126,127,0,1,2010
"PUBLIC","LOS ANGELES","ROSA PARKS LEARNING CENTER",109371,124,123,123,123,0,0,2011
"PUBLIC","LOS ANGELES","NOBLE NEW ELEM #1",109389,151,136,123,124,0,0,2005
"PUBLIC","LOS ANGELES","NOBLE NEW ELEM #1",109389,129,128,128,128,0,0,2007
"PUBLIC","LOS ANGELES","NOBLE NEW ELEM #1",109389,125,114,110,115,0,1,2006
"PUBLIC","LOS ANGELES","NOBLE NEW ELEM #1",109389,119,119,119,119,0,0,2014
"PUBLIC","LOS ANGELES","NOBLE NEW ELEM #1",109389,125,125,125,125,0,0,2013
"PUBLIC","LOS ANGELES","NOBLE NEW ELEM #1",109389,126,121,120,122,0,0,2008
"PUBLIC","LOS ANGELES","NOBLE NEW ELEM #1",109389,113,113,113,113,0,0,2012
"PUBLIC","LOS ANGELES","NOBLE NEW ELEM #1",109389,129,99,104,99,0,0,2010
"PUBLIC","LOS ANGELES","NOBLE NEW ELEM #1",109389,105,105,105,105,0,0,2011
"PUBLIC","LOS ANGELES","NOBLE NEW ELEM #1",109389,91,91,91,91,0,0,2015
"PUBLIC","LOS ANGELES","NOBLE NEW ELEM #1",109389,111,96,91,100,0,0,2009
"PUBLIC","LOS ANGELES","MAURICE SENDAK ELEMENTARY",109397,88,83,84,84,0,0,2014
"PUBLIC","LOS ANGELES","MAURICE SENDAK ELEMENTARY",109397,114,114,114,114,0,0,2013
"PUBLIC","LOS ANGELES","MAURICE SENDAK ELEMENTARY",109397,132,132,132,132,0,0,2009
"PUBLIC","LOS ANGELES","MAURICE SENDAK ELEMENTARY",109397,129,122,122,122,0,0,2006
"PUBLIC","LOS ANGELES","MAURICE SENDAK ELEMENTARY",109397,95,95,95,95,0,0,2012
"PUBLIC","LOS ANGELES","MAURICE SENDAK ELEMENTARY",109397,102,102,102,102,0,0,2011
"PUBLIC","LOS ANGELES","MAURICE SENDAK ELEMENTARY",109397,127,126,125,126,0,0,2007
"PUBLIC","LOS ANGELES","MAURICE SENDAK ELEMENTARY",109397,96,95,95,96,0,0,2008
"PUBLIC","LOS ANGELES","MAURICE SENDAK ELEMENTARY",109397,127,86,89,90,0,0,2005
"PUBLIC","LOS ANGELES","MAURICE SENDAK ELEMENTARY",109397,118,117,118,117,0,0,2010
"PUBLIC","LOS ANGELES","MAURICE SENDAK ELEMENTARY",109397,100,99,97,98,0,0,2015
"PUBLIC","LOS ANGELES","KINSLEY ELEM",109405,88,80,81,76,0,0,2015
"PUBLIC","LOS ANGELES","KINSLEY ELEM",109405,95,78,70,76,0,0,2005
"PUBLIC","LOS ANGELES","KINSLEY ELEM",109405,110,101,99,98,0,0,2012
"PUBLIC","LOS ANGELES","KINSLEY ELEM",109405,93,90,90,90,0,0,2010
"PUBLIC","LOS ANGELES","KINSLEY ELEM",109405,91,79,76,78,0,0,2008
"PUBLIC","LOS ANGELES","KINSLEY ELEM",109405,106,87,82,85,0,0,2009
"PUBLIC","LOS ANGELES","KINSLEY ELEM",109405,109,104,103,104,0,0,2007
"PUBLIC","LOS ANGELES","KINSLEY ELEM",109405,108,105,105,105,0,0,2011
"PUBLIC","LOS ANGELES","KINSLEY ELEM",109405,126,116,119,122,0,0,2013
"PUBLIC","LOS ANGELES","KINSLEY ELEM",109405,79,75,74,77,0,0,2006
"PUBLIC","LOS ANGELES","KINSLEY ELEM",109405,91,87,87,84,2,0,2014
"PUBLIC","LOS ANGELES","MADISON ELEMENTARY",109413,82,70,72,71,1,0,2011
"PUBLIC","LOS ANGELES","MADISON ELEMENTARY",109413,83,83,82,83,0,0,2008
